"ROIGroup","ROIGroupCoarse","ROIGroupFine","roi","disease_ontology_term_id","self_reported_ethnicity_ontology_term_id","assay_ontology_term_id","sex_ontology_term_id","development_stage_ontology_term_id","donor_id","suspension_type","dissection","fraction_mitochondrial","fraction_unspliced","cell_cycle_score","total_genes","total_UMIs","sample_id","supercluster_term","cluster_id","subcluster_id","cell_type_ontology_term_id","is_primary_data","tissue_type","tissue_ontology_term_id","cell_type","assay","disease","sex","tissue","self_reported_ethnicity","development_stage","observation_joinid","obs_dataset","dissection_chr","tissue_chr","roi_chr","dissection_blank","tissue_blank"
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000208702911405614,0.743086716059689,0.0014609203798393,3322,9583,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","r98&!LhgyB","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000231928875144956,0.768071124855044,0.0012369540007731,3931,12935,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","A#>oY3NczY","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",6.62383254951315e-05,0.783201960654435,0.00172219646287342,4544,15097,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","nR}UZM2x%U","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.733726442363279,0.00208116545265349,3409,8649,"10X419_2","Oligodendrocyte","50","2998","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","i>+K@ek9gp","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.746425276752767,0.00161439114391144,3423,8672,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","R#4&}NSXh^","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00106936622228559,0.799244314536252,0.00128323946674271,4271,14027,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","!`Jt&GZR#V","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",7.94533608771651e-05,0.80128714444621,0.00143016049578897,3930,12586,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","=5(9@uS^>Q","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00030462264869393,0.765059782194806,0.00205620287868403,4112,13131,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","`f6RqF3X65","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",9.91571641051066e-05,0.727020327218642,0.00188398611799703,3751,10085,"10X419_2","Oligodendrocyte","50","2998","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","5@9^_iBU?E","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000864636372370064,0.762417139014315,0.00220962628494572,3821,10409,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","sd<Oq8k{U(","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.788235294117647,0.00199095022624434,3493,11050,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","Xx;W*d7jF!","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000495049504950495,0.726485148514851,0.00222772277227723,3213,8080,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","ivxY)AHmr9","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000492853622474125,0.766113575379224,0.00208093751711297,4791,18261,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","x~gZDrK(mc","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000108695652173913,0.742717391304348,0.00130434782608696,3322,9200,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","KT7ocUSyZM","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000117164616285882,0.758523725834798,0.00246045694200351,3027,8535,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","z@54}{1d-R","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",6.71231037723184e-05,0.78634716069271,0.00315478587729897,4271,14898,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","wk9`0K9Yh?","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000194628260023355,0.771376670559232,0.00149214999351239,4749,15414,"10X419_2","Oligodendrocyte","50","2998","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","-Eql|57TXQ","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000323032195542156,0.731129535910412,0.00107677398514052,3477,9287,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","yWKLnBQZ<C","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",6.00564530658819e-05,0.74157708245751,0.00156146777971293,4761,16651,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","PJhq)@7^gn","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000143874541399899,0.793036472196245,0.00158261995539889,4103,13901,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","Wiw3q8=}X8","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000138127906441365,0.778534923339012,0.00170357751277683,5424,21719,"10X419_1","Oligodendrocyte","50","2998","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","FJsF?lVjLb","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.782112426986764,0.0012861047103585,5040,18661,"10X418_1","Oligodendrocyte","50","2998","CL:0000128",FALSE,"tissue","UBERON:0007634","oligodendrocyte","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage",")Jz}D!z5LX","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000269723533378287,0.762913014160486,0.00236008091706001,4421,14830,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","TtRBLZbqs_","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000185666542888971,0.80505012996658,0.00266122044807526,4352,16158,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","`#Nq!QTdBO","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000100897992129957,0.682272222782767,0.00131167389768944,3834,9911,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","n<3tsNXw2@","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",9.64227171921705e-05,0.765789219940218,0.00279625879857294,3757,10371,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","?!uE9pyZ=X","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000502008032128514,0.738453815261044,0.00163152610441767,3267,7968,"10X419_1","Oligodendrocyte","50","2998","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","wzlG<y<PGC","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",8.21490183192311e-05,0.775568881951861,0.00139653331142693,3995,12173,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","c+u+>m)p9;","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00127818862412125,0.695152013147083,0.0017346845613074,3861,10953,"10X418_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0007634","oligodendrocyte","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","4A>t!;}g;{","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000146156094709149,0.741596024554224,0.00190002923121894,2826,6842,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","UT)5zkC@5*","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",6.00853211560416e-05,0.771976206212822,0.00132187706543291,4381,16643,"10X419_4","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","29-year-old stage","!MHH-*4Foo","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.749092323651452,0.00103734439834025,3169,7712,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","6gSn4J?oDW","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.000801282051282051,0.773397435897436,0.00224358974358974,3771,12480,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","Mx&%2ZL-o#","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",7.92079207920792e-05,0.771168316831683,0.00126732673267327,3876,12625,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","?yP=RML?5y","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",9.37734433608402e-05,0.786009002250563,0.00159414853713428,3650,10664,"10X419_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","Na;>gb`)o%","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00353113426922746,0.710274739471191,0.0023253811041254,4091,11611,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","tTUUJ7p)={","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Hindbrain","Pons","Pons","Human PB","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0,0.785605212256948,0.00178153313651634,4908,19646,"10X418_2","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0007634","oligodendrocyte","10x 3' v3","normal","male","parabrachial nucleus","unknown","29-year-old stage","J2&27yNuA7","nonneuronal","","parabrachial nucleus","Human PB",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0,0.741265445249254,0.00234341712824883,3358,9388,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","jRDQzJE(+R","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
"Cerebral nuclei","Cerebral nuclei","Basal nuclei","Human Gpe","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000136","H19.30.001","nucleus","",0.00122583686940123,0.742668552569543,0.00150872230080151,3698,10605,"10X419_1","Oligodendrocyte","50","2996","CL:0000128",FALSE,"tissue","UBERON:0001875","oligodendrocyte","10x 3' v3","normal","male","globus pallidus","unknown","42-year-old stage","CkCQXEkikX","nonneuronal","","globus pallidus","Human Gpe",TRUE,FALSE
