genes,subclass,p_val
LHX9,L5IT,7.25317000874818e-12
LIFR,L4IT,3.99154230902269e-14
LIMA1,L5ET,3.0824088570556e-8
LIMCH1,L23IT,6.011496408662671e-10
LIMCH1,L4IT,6.17702251802964e-12
LIMCH1,L6IT,2.8326208257514704e-9
LIMCH1,L6ITCar3,4.9373613820969e-9
LIMK2,L5ET,1.11256178888804e-8
LIMS1,L6ITCar3,3.5676881630708602e-9
LIMS2,L23IT,8.39628306062961e-16
LIMS2,L5ET,1.80655399443846e-8
LIMS2,L5IT,2.6702148678579497e-11
LIN7A,L23IT,1.19744326223527e-10
LIN7A,L4IT,4.6886632513016395e-11
LINC00271,L4IT,7.71675360930644e-9
LINC00282,Lamp5,6.827216279811879e-11
LINC00290,L6CT,6.774657590901141e-9
LINC00333,L23IT,5.1761999983714e-11
LINC00333,L4IT,5.30989567022734e-12
LINC00343,L4IT,2.48906198938493e-9
LINC00343,L5IT,3.2515778488352797e-11
LINC00343,L6IT,5.07818169802206e-12
LINC00348,L6ITCar3,4.62435321068971e-18
LINC00403,L5ET,4.73927768570873e-15
LINC00403,L6ITCar3,2.9499764480771602e-9
LINC00437,L4IT,5.80434434232814e-11
LINC00472,L4IT,2.2603890163734e-13
LINC00472,L5ET,2.09607754329655e-12
LINC00472,L5IT,2.4399537871855e-8
LINC00504,L5ET,1.77819035534621e-13
LINC00507,L5ET,9.17475469131201e-10
LINC00507,L6IT,1.2844079909251599e-13
LINC00589,L56NP,2.2860246523672502e-10
LINC00620,L4IT,1.4168290325780901e-9
LINC00669,L4IT,1.78405963787515e-15
LINC00669,L56NP,9.23292054248864e-10
LINC00669,L5IT,1.17191790091459e-13
LINC00693,L5ET,2.91312906617791e-10
LINC00836,L56NP,2.52976559709741e-8
LINC00836,Lamp5Lhx6,9.17795236513188e-10
LINC00842,L5ET,1.61091690499871e-8
LINC00886,L4IT,4.5969743696505893e-11
LINC00886,L56NP,3.3756909196655e-9
LINC00970,L6CT,9.783230259012371e-9
LINC01013,L4IT,3.40476520694934e-11
LINC01057,Sst,1.8556494010448998e-13
LINC01085,L5IT,2.1353704373138903e-9
LINC01085,L6CT,1.7505136362724602e-10
LINC01090,L23IT,1.0062885742503e-10
LINC01090,L4IT,3.3815504212678404e-9
LINC01090,L5IT,1.8246455499370401e-9
LINC01102,L4IT,6.4744607739064e-11
LINC01102,L5IT,1.0724365095311e-10
LINC01102,L6IT,2.02033580773686e-9
LINC01105,L4IT,2.07664205539347e-12
LINC01105,L5ET,9.629614792273131e-9
LINC01105,L5IT,1.0633932804394801e-10
LINC01122,L5ET,4.0649760290381805e-9
LINC01137,L4IT,8.29901278611296e-16
LINC01140,L4IT,4.5351365219785006e-10
LINC01141,L6IT,6.5582558615825e-9
LINC01141,L6ITCar3,1.3795951633172e-9
LINC01151,Pvalb,1.04035832106185e-8
LINC01158,L4IT,8.57650527176869e-10
LINC01158,L5ET,3.3023200165577205e-9
LINC01159,Pvalb,7.84333773485807e-10
LINC01164,L4IT,2.85190485035446e-8
LINC01202,L4IT,1.70130600437098e-9
LINC01231,L23IT,4.0984977502749895e-11
LINC01237,L5IT,4.17666040687859e-9
LINC01237,Pvalb,9.22215802493078e-9
LINC01250,L6CT,1.18810085368785e-8
LINC01314,L5ET,6.436699563677499e-13
LINC01322,L6CT,1.3047104053680701e-9
LINC01322,L6ITCar3,2.52100455234933e-8
LINC01435,L5ET,2.72756481777852e-14
LINC01470,L5ET,7.010603109460531e-9
LINC01476,L4IT,1.40280644981724e-8
LINC01476,L5ET,1.45705718501803e-13
LINC01476,L6CT,3.91428542587214e-8
LINC01479,L56NP,1.24392807591697e-8
LINC01505,L5ET,7.188240017227759e-12
LINC01508,L6b,3.7620794947981e-8
LINC01512,L5IT,1.88004327989459e-10
LINC01551,L4IT,9.411566778643022e-9
LINC01561,L5ET,1.74555711957522e-14
LINC01572,L4IT,3.05687882728373e-8
LINC01581,L6b,1.58140540483675e-9
LINCR-0001,L5ET,1.3909979050448902e-9
LINCR-0002,L4IT,5.10115799770398e-16
LINGO2,L4IT,5.4387623440102606e-9
LINGO2,L5IT,5.102833193983031e-10
LINGO2,L6CT,1.48683519263056e-8
LIPA,L4IT,9.40203754606546e-9
LIPA,L5ET,6.505342831929771e-9
LIPA,L5IT,1.72062083794586e-8
LMCD1,L56NP,1.88438535000582e-8
LMF1,L5ET,7.199105344169091e-9
LMNA,L6CT,2.30540521805103e-9
LMNTD1,L56NP,2.4824775461229e-9
LMO2,L6b,9.28396510137337e-9
LMO4,L6CT,8.44615090914781e-9
LMO7,L5ET,5.20797035928233e-9
LMO7,L5IT,4.04569830827922e-8
LMO7,L6IT,9.356690452312481e-9
LMOD3,Sst,3.0167738576928397e-16
LOC100126584,L6CT,9.3310432811987e-10
LOC100126584,L6IT,5.5887636059442e-10
LOC100128714,L23IT,8.741741571897709e-12
LOC100128714,L4IT,2.1667005796501703e-15
LOC100128714,L5IT,1.03861454730787e-11
LOC100128714,L6IT,6.623157150914801e-10
LOC100130331,L4IT,1.2682442122731702e-9
LOC100130459,L56NP,4.06360641856488e-8
LOC100132891,L4IT,9.60791382791557e-10
LOC100132891,L5ET,3.60041380230226e-10
LOC100132891,L6b,3.2816994281196895e-11
LOC100132891,L6CT,2.77038220577081e-12
LOC100287225,L5ET,3.78670587858133e-10
LOC100287944,L23IT,9.38760265031193e-9
LOC100287944,L6b,1.51561952304142e-8
LOC100287944,L6IT,9.60832127754381e-10
LOC100288798,L23IT,1.1459699454300501e-10
LOC100288798,L5IT,1.0393467014364501e-9
LOC100288798,L6b,6.76292829401001e-10
LOC100505498,L4IT,2.98387466728121e-11
LOC100505912,L5ET,9.05184374916891e-15
LOC100506457,L5IT,1.86682136757103e-8
LOC100506474,L23IT,2.55464659028986e-12
LOC100506474,L4IT,7.556065397680999e-13
LOC100506474,L6b,2.71176724209095e-8
LOC100506869,L4IT,5.599106412163881e-10
LOC100506869,L56NP,1.0158846884734301e-9
LOC100507205,L56NP,1.38390481605344e-8
LOC100507291,L23IT,8.138246968671941e-9
LOC100507291,L4IT,3.15964579586138e-8
LOC100507562,L4IT,1.30652269955771e-8
LOC100507661,L56NP,8.23398987141261e-12
LOC100507661,L5ET,9.5474748312968e-10
LOC100996763,L4IT,5.34988353868248e-9
LOC101926887,L4IT,3.49692686861996e-8
LOC101926898,L4IT,5.1950898189064195e-12
LOC101926942,L23IT,4.69360624837871e-14
LOC101926942,L4IT,1.3479210800067e-10
LOC101927026,L23IT,3.16660843886147e-8
LOC101927026,L5IT,1.06138016467202e-8
LOC101927078,L5IT,3.1185015253928202e-9
LOC101927078,Pvalb,7.3433866783548704e-9
LOC101927123,L5IT,5.594080035760911e-9
LOC101927190,L56NP,1.36563633567299e-8
LOC101927254,L6ITCar3,9.98754105665158e-10
LOC101927280,L5ET,2.05599919632838e-8
LOC101927293,L6ITCar3,3.54983627804312e-8
LOC101927389,L6ITCar3,3.9487776717500605e-9
LOC101927406,L23IT,1.9788100887377498e-13
LOC101927406,L4IT,1.14913563942176e-9
LOC101927406,L56NP,7.525725849858659e-12
LOC101927406,L5IT,2.71905672846394e-15
LOC101927406,L6CT,4.72953403554343e-9
LOC101927432,L6IT,1.26546496809467e-8
LOC101927439,L5IT,2.79903276877581e-12
LOC101927439,L6CT,2.0682349706874001e-10
LOC101927439,L6IT,1.01939693282236e-11
LOC101927503,L5ET,4.3542009341580305e-9
LOC101927503,L5IT,2.5848656639326803e-10
LOC101927587,L5ET,7.827783648411409e-11
LOC101927605,L56NP,1.42620172636686e-12
LOC101927636,L4IT,2.2069973617057702e-9
LOC101927653,L23IT,3.20429797941374e-8
LOC101927653,L4IT,3.8260061739991705e-15
LOC101927668,L4IT,4.13150129675729e-8
LOC101927745,L5ET,1.93504938057036e-13
LOC101927745,L6CT,6.122170358602501e-10
LOC101927745,L6IT,1.9406771959741503e-9
LOC101927797,L5IT,2.1359968749580598e-11
LOC101927870,L5ET,2.94941564240817e-11
LOC101927871,L4IT,7.60406385093692e-11
LOC101927871,L6CT,5.3609747868509205e-9
LOC101927874,L4IT,3.8970899695356503e-10
LOC101927874,L56NP,8.27566928241742e-9
LOC101927874,L5ET,4.02138335038806e-8
LOC101927879,L4IT,1.0756347863539e-10
LOC101927960,L4IT,9.4471748541415e-9
LOC101928005,L4IT,4.8624995909436705e-9
LOC101928005,L5IT,4.01393673760537e-8
LOC101928103,L6ITCar3,1.15104495316504e-9
LOC101928114,L6b,3.0838360445094e-8
LOC101928131,L4IT,2.57224637600107e-16
LOC101928131,L5IT,2.11660716035839e-8
LOC101928135,L23IT,2.62140497767749e-8
LOC101928135,L4IT,1.75428654796264e-10
LOC101928135,L5IT,8.18195399933575e-10
LOC101928196,L23IT,3.45586852397046e-10
LOC101928196,L4IT,5.57182493326444e-21
LOC101928196,L5IT,3.06855701476099e-12
LOC101928196,L6ITCar3,8.60080125130724e-13
LOC101928250,L23IT,1.58638797040804e-8
LOC101928250,L4IT,1.90872249587309e-11
LOC101928250,L6b,7.254107299233949e-12
LOC101928250,L6CT,7.09867243747912e-16
LOC101928278,L4IT,6.13835054041236e-13
LOC101928278,L5IT,1.32435343520081e-9
LOC101928278,L6b,2.70904806112768e-12
LOC101928278,L6CT,7.71999805003192e-16
LOC101928278,L6IT,1.3735623548574e-10
LOC101928322,L5ET,1.2377989450425201e-9
LOC101928387,L6IT,1.4547745018226601e-9
LOC101928438,L23IT,1.16996552691592e-8
LOC101928438,L4IT,5.48079963170114e-12
LOC101928438,L56NP,6.1120876097518e-9
LOC101928438,L5IT,1.02779517401771e-10
LOC101928522,L4IT,4.0482247515696e-8
LOC101928591,L56NP,2.6638623105422803e-9
LOC101928635,L56NP,1.2792310123053699e-11
LOC101928635,Pvalb,2.62058815938653e-10
LOC101928635,Sncg,7.26818327062953e-9
LOC101928701,L4IT,1.1408590326741001e-11
LOC101928701,L5ET,2.08648452468024e-8
LOC101928912,L5IT,6.514798290172271e-9
LOC101928923,L4IT,1.8500389477464401e-9
LOC101928923,L5IT,2.6002090618364698e-11
LOC101928957,L5ET,3.65885176409456e-9
LOC101928957,L5IT,2.43797044737063e-8
LOC101928957,L6CT,4.23905515434156e-9
LOC101928964,L4IT,1.61311803445815e-8
LOC101928964,Pvalb,9.265189501281741e-9
LOC101929019,L4IT,1.00080436076061e-11
LOC101929095,L5ET,5.2167249595842194e-18
LOC101929251,L5IT,1.04136436390543e-8
LOC101929251,L6CT,4.05879785079947e-8
LOC101929278,L6CT,1.55809883036762e-8
LOC101929294,Sst,3.0096364880632e-8
LOC101929355,L23IT,1.3841745540953801e-14
LOC101929473,L5IT,6.860559004789379e-13
LOC101929555,L5IT,3.2984679560082502e-9
LOC101929563,L6CT,1.45451823188055e-8
LOC101929596,L4IT,2.80335929172524e-8
LOC101929617,L56NP,3.39375793599076e-8
LOC101929617,L5IT,1.7436319539920902e-9
LOC101929617,L6CT,3.4785067984792697e-12
LOC101929617,Pvalb,4.05659121668858e-8
LOC101929628,L5ET,1.59741029306641e-8
LOC101929638,L5ET,6.423858613575071e-9
LOC101929675,L4IT,1.97560081543359e-8
LOC101930048,L6ITCar3,3.52315547994042e-8
LOC101930053,L4IT,1.05830588981281e-9
LOC101930053,L6ITCar3,1.02680842546136e-8
LOC101930114,L5IT,3.01315137363094e-10
LOC101930114,L6IT,8.480135418334591e-9
LOC102467147,L4IT,3.3289521580304097e-11
LOC102467226,L4IT,2.7377372361180404e-9
LOC102467226,L5ET,1.07500379501506e-8
LOC102659288,L23IT,1.27244738554529e-8
LOC102659288,L6ITCar3,2.30152095467015e-10
LOC102723409,L56NP,1.86606070793462e-8
LOC102723409,Pvalb,1.5527348887599e-8
LOC102723503,L4IT,1.27887269614577e-8
LOC102723517,L4IT,1.43453142882133e-9
LOC102723654,L5IT,1.08717527249705e-9
LOC102723675,L4IT,3.94759810494406e-9
LOC102723675,L6CT,1.6707963451648602e-9
LOC102723967,L56NP,9.864953583844871e-9
LOC102723967,L6b,2.48976468094495e-8
LOC102724027,L4IT,7.175712584921971e-9
LOC102724087,L23IT,1.63089840936981e-10
LOC102724087,L4IT,7.08530919828661e-10
LOC102724109,L4IT,3.7235738022407e-13
LOC102724109,L56NP,2.27520508187111e-8
LOC102724158,L23IT,2.7231956185165198e-11
LOC102724158,L4IT,1.01681722282398e-16
LOC102724158,L6ITCar3,1.5073869704990902e-9
LOC102724362,L4IT,1.91399727735463e-9
LOC102724385,L5IT,2.7816790069604e-8
LOC102724584,L6IT,6.451103823636519e-11
LOC102724683,Pvalb,2.62606110750454e-9
LOC102724710,L56NP,4.04262214603382e-9
LOC102724790,L4IT,1.064763517542e-8
LOC102724834,L5ET,5.4077051027609e-11
LOC102724859,L4IT,3.57139712396005e-8
LOC102724881,L4IT,3.01619469804177e-8
LOC102724973,L4IT,9.326277218079371e-15
LOC102725045,L56NP,3.53186026016807e-8
LOC102725227,L5ET,4.81845456810387e-10
LOC105369174,L5IT,4.12143573972299e-8
LOC105369212,L6IT,3.24013510741962e-8
LOC105369212,L6ITCar3,5.22879877154528e-15
LOC105369302,L5ET,6.17959235413795e-12
LOC105369345,L5ET,2.2667682527527304e-9
LOC105369388,L5ET,8.39415542965367e-10
LOC105369408,Sst,3.0610451971726603e-9
LOC105369456,L6CT,1.4531577561440402e-9
LOC105369456,L6IT,8.94658382957309e-9
LOC105369466,SstChodl,1.1472517710791e-10
LOC105369506,L56NP,1.59894542068561e-8
LOC105369513,L23IT,3.07218355698683e-9
LOC105369562,L5IT,1.00029743131319e-8
LOC105369633,L4IT,1.84751695137391e-9
LOC105369633,L5IT,2.60616124731356e-8
LOC105369676,L6ITCar3,2.33124179479989e-8
LOC105369678,L4IT,3.31627752046053e-8
LOC105369762,L5ET,5.31145899573188e-11
LOC105369827,L56NP,4.5761700556767895e-11
LOC105369833,L6CT,6.652415308130781e-9
LOC105369844,L6CT,9.33398323512121e-10
LOC105369860,L5ET,1.06174361258906e-8
LOC105369894,L5ET,7.5523313519981e-10
LOC105369928,L4IT,1.48427151734456e-16
LOC105369928,L56NP,2.9729935675836603e-9
LOC105369928,L5IT,2.57949264357612e-13
LOC105369983,L4IT,1.1857135301468302e-9
LOC105370027,L6IT,5.00625346220712e-9
LOC105370027,L6ITCar3,6.816052795149631e-10
LOC105370066,L5ET,5.66861754447536e-12
LOC105370153,L23IT,3.73635508215518e-9
LOC105370158,L23IT,8.88767298684566e-10
LOC105370172,L5ET,1.17359839362367e-8
LOC105370183,L4IT,3.85858386478066e-8
LOC105370191,L5IT,3.89396008577878e-10
LOC105370217,L4IT,1.8616334623462998e-13
LOC105370224,L56NP,1.87237263028918e-9
LOC105370224,L5ET,7.31353484595246e-12
LOC105370224,L5IT,5.8601242416288105e-9
LOC105370265,L23IT,9.53650741181939e-9
LOC105370265,L6IT,5.866619105918451e-9
LOC105370300,L4IT,5.6769178657545e-9
LOC105370359,L6CT,2.81001384509663e-8
LOC105370402,L56NP,8.141412810829501e-10
LOC105370456,L23IT,3.45309611959196e-12
LOC105370456,L4IT,5.264027733925071e-10
LOC105370456,L5IT,3.3054484203809198e-12
LOC105370479,L6CT,1.69258894575037e-8
LOC105370500,L4IT,3.46448816246434e-8
LOC105370555,L6IT,5.34900149446626e-9
LOC105370603,L23IT,1.85876731749534e-8
LOC105370603,L6CT,6.3777921586995206e-9
LOC105370610,L5ET,4.02371939226921e-8
LOC105370693,L23IT,7.57560201842744e-16
LOC105370693,L4IT,9.38315480128081e-12
LOC105370693,L5IT,6.452344875469939e-11
LOC105370693,L6ITCar3,1.31106573138416e-9
LOC105370767,L5ET,6.38345033397221e-14
LOC105370807,L4IT,3.9177602279293e-8
LOC105370822,L5ET,2.90009558208384e-10
LOC105371295,L5ET,2.69480154876206e-12
LOC105371310,L6IT,1.82795322652449e-8
LOC105371310,L6ITCar3,6.37452414443497e-18
LOC105371331,L5ET,2.7002381749662697e-12
LOC105371382,L6CT,1.6182217276919302e-9
LOC105371386,L6CT,6.225658838073191e-9
LOC105371509,L4IT,1.6960144139147102e-9
LOC105371593,L4IT,3.17611436413944e-9
LOC105371626,Pvalb,8.20007166589343e-10
LOC105371639,L5ET,1.83032950362078e-8
LOC105371658,L6CT,1.15128794225813e-8
LOC105371672,L56NP,3.6410101273664104e-9
LOC105371672,L6CT,2.71132941566108e-8
LOC105371695,L56NP,4.20635276638057e-16
LOC105371832,L4IT,4.69374276316263e-9
LOC105371846,L5ET,2.65213120999339e-10
LOC105371869,L56NP,5.939428385753851e-9
LOC105371908,L23IT,8.375980582102559e-12
LOC105371919,L5ET,8.81835396679931e-17
LOC105372048,Astro,7.71176722139426e-9
LOC105372055,L5ET,1.9938558786031e-10
LOC105372079,L4IT,9.221852141616739e-12
LOC105372079,L56NP,1.4334347574373e-11
LOC105372083,L4IT,1.3282314424105001e-10
LOC105372083,L5IT,1.032665559426e-10
LOC105372173,L5IT,1.49740468845885e-8
LOC105372255,Pvalb,3.27715566913493e-9
LOC105372273,L5ET,6.469149218478039e-13
LOC105372333,L4IT,1.2574186832002e-8
LOC105372333,L5IT,1.34704687790314e-8
LOC105372394,Sst,3.63110830605463e-8
LOC105372432,Sst,2.48322831593424e-10
LOC105372487,L5ET,6.28815669582075e-9
LOC105372487,L6IT,6.5281703312895405e-9
LOC105372487,L6ITCar3,6.7182502376163904e-9
LOC105372541,Sst,2.56131588625127e-8
LOC105372661,L23IT,1.43117627817103e-9
LOC105372666,L5ET,2.59683660591881e-10
LOC105372701,Sncg,1.6592261020381e-9
LOC105372802,Pvalb,6.0621342071903805e-9
LOC105372863,L4IT,7.95294142386528e-9
LOC105372886,L56NP,3.341741054897e-8
LOC105372945,L4IT,3.9146337707196e-9
LOC105373005,L5ET,1.22058693596164e-13
LOC105373009,L4IT,3.61786866743814e-8
LOC105373024,L5ET,8.61304359235415e-10
LOC105373024,L5IT,7.366646652326899e-12
LOC105373024,L6CT,9.52302929401065e-10
LOC105373192,L5ET,1.2240710688690602e-9
LOC105373204,Pvalb,4.90774052176243e-12
LOC105373216,L23IT,4.2192330825722303e-10
LOC105373216,L4IT,4.5584059645761e-10
LOC105373216,L56NP,4.25904971174665e-11
LOC105373216,L5IT,1.12929984457315e-9
LOC105373216,L6IT,2.67602128787222e-8
LOC105373216,Lamp5Lhx6,9.19130441817922e-10
LOC105373228,L4IT,2.34538667663613e-8
LOC105373345,L23IT,4.41623547250543e-10
LOC105373538,L23IT,3.5205426161950005e-11
LOC105373546,L5ET,4.13419420155574e-10
LOC105373592,L23IT,2.47396727461481e-8
LOC105373626,L5ET,1.04979475301984e-8
LOC105373627,L5ET,5.97242133421939e-10
LOC105373654,L4IT,2.8304332529340796e-11
LOC105373677,L5IT,3.4933599268920603e-9
LOC105373701,L6ITCar3,4.94677448513983e-10
LOC105373703,L6ITCar3,1.55808703480461e-9
LOC105373757,L4IT,1.45981741965157e-13
LOC105373786,L4IT,2.40704082316052e-8
LOC105373831,L6ITCar3,8.15238568605886e-15
LOC105373843,L4IT,5.38989782922012e-12
LOC105373877,L6CT,1.49230648819467e-10
LOC105373891,L4IT,2.22430893135441e-8
LOC105373899,L4IT,2.8863771819534e-9
LOC105373899,L5IT,3.09723326149806e-10
LOC105374057,L4IT,4.44996560096113e-11
LOC105374057,L5ET,4.32836320252465e-10
LOC105374057,L6IT,2.1810630496158e-8
LOC105374107,L6IT,2.4551586939501003e-10
LOC105374122,L56NP,2.84925108076048e-13
LOC105374165,L6ITCar3,3.46840308791565e-12
LOC105374213,L56NP,2.54972326760399e-8
LOC105374218,L4IT,2.08520506180771e-13
LOC105374235,L23IT,1.8527321293792702e-15
LOC105374320,L5IT,2.60983965029154e-11
LOC105374321,L4IT,4.431050035853031e-9
LOC105374321,L6IT,1.10040134074131e-10
LOC105374322,L4IT,3.18462678470464e-8
LOC105374392,L4IT,5.86500342268519e-10
LOC105374438,L5ET,5.60849325170103e-13
LOC105374455,L5IT,8.571451865174959e-11
LOC105374483,L4IT,8.57770984942263e-10
LOC105374486,L23IT,4.5375410208018205e-9
LOC105374486,L4IT,1.73052520695474e-11
LOC105374486,L6CT,1.9933127189112203e-9
LOC105374486,L6IT,2.05267115141291e-11
LOC105374486,Pvalb,1.54865613148609e-8
LOC105374496,L6CT,2.10541737506814e-8
LOC105374501,L5ET,1.1615255713684799e-12
LOC105374503,L4IT,5.75303625294384e-9
LOC105374506,L4IT,7.408280491284051e-9
LOC105374507,L56NP,1.87098220754552e-8
LOC105374537,L6IT,3.85006302748926e-8
LOC105374657,L56NP,3.51577607369697e-8
LOC105374658,L4IT,3.24253330596576e-8
LOC105374681,L6CT,1.41438601771042e-9
LOC105374686,L4IT,2.66918516513168e-10
LOC105374726,L5ET,3.66461618453631e-8
LOC105374760,L56NP,3.2705085888298805e-9
LOC105374814,L5ET,4.51914092233243e-14
LOC105374822,L4IT,1.91274195280137e-8
LOC105374833,L4IT,6.64311570883781e-10
LOC105374860,L5ET,3.87352034908685e-8
LOC105374879,L6IT,9.00907333166005e-10
LOC105374879,L6ITCar3,2.29497355022118e-10
LOC105374880,L4IT,1.22121337446071e-8
LOC105374880,L5IT,1.10413467126627e-8
LOC105374880,L6ITCar3,1.1036020054452799e-11
LOC105374881,L4IT,7.10064259660128e-10
LOC105374881,L5IT,8.8266597308266e-10
LOC105374881,L6IT,5.2418915886992794e-11
LOC105374971,L5IT,3.73510752999561e-8
LOC105375151,L4IT,1.74253175145445e-8
LOC105375196,L56NP,3.4208659661742703e-9
LOC105375222,L6b,3.61649121955988e-9
LOC105375247,L4IT,1.31366115420303e-10
LOC105375254,Sst,6.292990716681851e-9
LOC105375278,L4IT,7.0429540036750494e-12
LOC105375431,L56NP,6.640191521367029e-11
LOC105375513,L5IT,9.04605797441441e-10
LOC105375543,L6CT,2.38358242041453e-8
LOC105375546,L4IT,2.7814265710186e-10
LOC105375630,L4IT,2.2283979429909e-8
LOC105375632,L4IT,2.43175010032771e-8
LOC105375633,L5ET,8.027007795286301e-10
LOC105375639,L56NP,1.94482493473947e-9
LOC105375639,L6IT,1.79378306617897e-8
LOC105375639,L6ITCar3,5.6897598066209795e-12
LOC105375678,L5IT,4.73042579979262e-10
LOC105375716,L23IT,2.01850891523582e-8
LOC105375716,L5ET,3.9039726611541094e-11
LOC105375734,Pvalb,2.48720833393119e-8
LOC105375756,L5ET,5.48648474648097e-10
LOC105375763,L23IT,2.6149065361581604e-9
LOC105375815,L4IT,3.24086087507918e-8
LOC105375816,L4IT,2.31717980960127e-8
LOC105375854,L4IT,1.5681140255528e-8
LOC105375932,L4IT,2.34343161767985e-18
LOC105375980,L6CT,2.10626022998398e-10
LOC105375994,L4IT,7.228022493823789e-11
LOC105375995,L4IT,2.6449568996690896e-11
LOC105376081,L4IT,8.13336028044495e-10
LOC105376081,L5IT,4.0315589131381e-10
LOC105376081,L6IT,3.3013475227778e-8
LOC105376081,L6ITCar3,3.88405786795922e-8
LOC105376121,L4IT,1.4582760892400202e-9
LOC105376121,L5ET,3.61485401350901e-10
LOC105376121,L5IT,1.64965382890768e-10
LOC105376121,L6IT,4.5011797361612003e-10
LOC105376189,Lamp5Lhx6,1.8927444724196898e-11
LOC105376202,L5ET,4.25452834580317e-10
LOC105376214,L5IT,3.9970428187366096e-11
LOC105376214,L6ITCar3,1.41579823036783e-9
LOC105376228,L4IT,3.3272719930967e-9
LOC105376309,L5ET,5.71425420501462e-9
LOC105376354,L4IT,1.0187942291077599e-11
LOC105376354,L5IT,3.9931125429127505e-9
LOC105376363,L4IT,9.374099787522831e-9
LOC105376387,Sst,6.847324568742901e-10
LOC105376407,L23IT,4.13081403092501e-8
LOC105376407,L4IT,2.5890490340976197e-11
LOC105376407,L5ET,5.59718192232595e-10
LOC105376407,L6IT,1.1747282592666902e-9
LOC105376534,L4IT,1.81932674676412e-10
LOC105376603,L5ET,1.1800321551493101e-9
LOC105376775,L56NP,2.32570063265873e-9
LOC105376775,L5ET,6.52998740092076e-10
LOC105376836,L4IT,1.0035385915146301e-9
LOC105376917,L56NP,2.54415731348533e-10
LOC105376957,L4IT,1.88931957718382e-10
LOC105376957,L5ET,6.95079720993928e-9
LOC105376957,L5IT,1.0370258845666001e-10
LOC105376957,L6CT,1.85169159140357e-8
LOC105376957,L6IT,1.46424945448494e-8
LOC105376968,L4IT,1.61415313908695e-12
LOC105376968,L56NP,1.7930451463647097e-11
LOC105376968,L5ET,4.02918371444639e-12
LOC105376982,L4IT,1.96852713859673e-16
LOC105376987,L56NP,3.50598595872018e-10
LOC105377098,L56NP,3.61954999612615e-8
LOC105377124,L4IT,1.59332088625435e-9
LOC105377179,L56NP,1.23338295946437e-8
LOC105377180,L56NP,1.04237185985104e-9
LOC105377181,L5IT,1.2060547285733601e-9
LOC105377181,L6CT,1.16339935634127e-10
LOC105377183,L5IT,8.957562730591732e-15
LOC105377183,L6CT,2.7473959149641e-10
LOC105377183,L6IT,1.7712128405534402e-9
LOC105377209,L23IT,4.90947675683376e-9
LOC105377209,L4IT,1.22866846527159e-10
LOC105377209,L5IT,1.7845452258660098e-11
LOC105377252,L6IT,4.95922673219037e-14
LOC105377262,L6IT,1.62731683407236e-10
LOC105377262,L6ITCar3,5.42238247979125e-16
LOC105377289,L5ET,3.2912894712714897e-11
LOC105377289,L5IT,3.1862789686865e-8
LOC105377289,L6IT,2.53174406717417e-13
LOC105377289,L6ITCar3,2.20953926530242e-12
LOC105377290,L6IT,1.64515985203985e-8
LOC105377390,L6b,1.06360243903082e-9
LOC105377390,L6IT,3.39118046423513e-12
LOC105377452,L6CT,7.65467121885854e-10
LOC105377459,L4IT,1.4468889938600601e-10
LOC105377486,L5ET,3.6890295274865805e-9
LOC105377505,L56NP,1.02594114509144e-8
LOC105377505,L6IT,1.73897012929093e-8
LOC105377533,L23IT,6.74181785378892e-10
LOC105377567,L23IT,4.0218914785375604e-9
LOC105377567,L4IT,2.79659410884096e-8
LOC105377567,L5ET,1.3320885046367599e-11
LOC105377567,L5IT,3.6977466433183e-9
LOC105377574,L23IT,6.2028592075164306e-9
LOC105377574,L5ET,2.00448234161201e-10
LOC105377632,L5ET,5.0976320538854706e-9
LOC105377697,L5ET,2.3565233168660796e-19
LOC105377699,L5ET,3.6535300194644e-18
LOC105377708,L6CT,8.13733450514647e-9
LOC105377727,L23IT,5.471392061526321e-9
LOC105377745,L6CT,2.0646854908666803e-9
LOC105377752,L5IT,1.64188784696308e-8
LOC105377752,L6CT,9.476998308659781e-9
LOC105377862,L4IT,3.40288119968544e-14
LOC105377864,L4IT,5.3871066457014403e-14
LOC105377866,L5ET,3.20472373743989e-10
LOC105377899,L4IT,2.2448043472771e-9
LOC105377900,L4IT,5.24482009548146e-9
LOC105377918,L5ET,1.5112020349142e-9
LOC105377943,L4IT,3.81521191895422e-8
LOC105377972,L23IT,7.3034195388414e-9
LOC105377989,L4IT,3.93783579537093e-8
LOC105377990,L4IT,3.5879849071569e-9
LOC105377990,L6CT,4.01275307227177e-9
LOC105378029,L5ET,1.8286147914472098e-11
LOC105378030,L56NP,2.14938894597009e-10
LOC105378030,L5ET,9.815484918299401e-10
LOC105378031,L56NP,1.24443507447356e-8
LOC105378031,L5ET,4.09768052711672e-10
LOC105378031,L6b,3.22091825438261e-8
LOC105378058,L4IT,1.08427483943428e-8
LOC105378060,L6IT,5.1072281095940806e-9
LOC105378107,L4IT,9.05532002412996e-9
LOC105378121,L4IT,4.07627984332234e-8
LOC105378209,L6CT,2.60563186242378e-8
LOC105378209,Sst,4.2500429732294696e-11
LOC105378332,L5ET,1.94285098384573e-8
LOC105378334,L5ET,2.0067352183377e-11
LOC105378334,L5IT,1.10276130041747e-9
LOC105378334,L6CT,3.5908039965097702e-9
LOC105378419,L4IT,6.41154234106127e-11
