area,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
AnG,NELL1,2.50E-25,0.798623795,1,0.921,1.26E-20
AnG,CHN1,4.28E-25,0.512936258,1,0.997,2.15E-20
AnG,LINC01122,7.35E-25,0.579220725,0.994,0.82,3.69E-20
AnG,ITPR2,1.29E-24,0.772131451,1,0.846,6.50E-20
AnG,SRPK1,2.73E-24,0.533660202,1,0.966,1.37E-19
AnG,LOC101927587,3.10E-24,0.793924713,0.942,0.654,1.56E-19
AnG,LRP4,5.40E-24,0.639199762,0.961,0.837,2.71E-19
AnG,DOCK6,7.76E-24,0.264977102,0.645,0.269,3.90E-19
AnG,MYO1E,8.86E-24,0.682625664,0.858,0.535,4.46E-19
AnG,COL12A1,3.13E-23,0.576285084,0.929,0.588,1.57E-18
AnG,SLC44A5,1.18E-22,0.740193897,0.942,0.609,5.92E-18
AnG,NTNG1,2.56E-21,0.548745148,1,0.987,1.29E-16
AnG,SEMA3D,7.76E-21,0.451407612,0.916,0.551,3.90E-16
AnG,LOC105378334,1.86E-20,1.162649822,0.852,0.602,9.35E-16
AnG,SORCS1,3.92E-20,0.527951985,1,0.988,1.97E-15
AnG,LOC105369279,5.38E-20,0.268086875,0.703,0.304,2.70E-15
AnG,HTR1F,3.96E-19,0.763518896,0.768,0.381,1.99E-14
AnG,MARCH1,6.85E-19,0.525201067,0.955,0.648,3.44E-14
AnG,PARD3,1.29E-18,0.816868524,0.658,0.311,6.49E-14
AnG,NTM,2.04E-18,0.468470203,1,1,1.03E-13
AnG,LOC105370559,2.35E-18,0.278597338,0.645,0.238,1.18E-13
AnG,BRINP2,2.84E-18,0.434236454,0.994,0.867,1.43E-13
AnG,GULP1,3.34E-18,0.54454545,1,0.951,1.68E-13
AnG,B3GALTL,4.69E-18,0.390242367,0.981,0.841,2.36E-13
AnG,OLFM3,5.87E-18,0.405331892,1,0.987,2.95E-13
AnG,OSBPL1A,1.82E-17,0.332763922,1,0.988,9.15E-13
AnG,LOC102724923,2.37E-17,0.355303218,0.91,0.644,1.19E-12
AnG,UTRN,2.47E-17,0.755759437,0.981,0.774,1.24E-12
AnG,BCL11A,3.73E-17,0.383221939,0.981,0.81,1.88E-12
AnG,FREM2,6.20E-17,0.3462505,0.426,0.122,3.12E-12
AnG,PEBP1,1.13E-16,0.689196463,0.981,0.89,5.69E-12
AnG,NPAS3,1.18E-16,0.416407347,0.974,0.843,5.96E-12
AnG,KCTD8,1.60E-16,0.461326679,0.871,0.458,8.03E-12
AnG,NFATC2,3.75E-16,0.283143797,0.69,0.348,1.88E-11
AnG,SPARCL1,3.97E-16,0.595235154,1,0.972,2.00E-11
AnG,SWAP70,5.61E-16,0.27665394,0.897,0.683,2.82E-11
AnG,CALM2,6.02E-16,0.612761266,0.994,0.981,3.03E-11
AnG,OPRM1,1.64E-15,0.28490011,0.716,0.373,8.25E-11
AnG,SYT2,1.89E-15,0.395447022,0.948,0.671,9.51E-11
AnG,PLXDC2,2.48E-15,0.679390597,1,0.794,1.25E-10
AnG,ECM1,2.58E-15,0.261410775,0.774,0.421,1.30E-10
AnG,DDX24,2.94E-15,0.36845091,0.974,0.886,1.48E-10
AnG,VAV3,4.42E-15,0.465417208,0.684,0.313,2.22E-10
AnG,INA,4.42E-15,0.300288586,0.897,0.677,2.22E-10
AnG,TMEM14A,4.49E-15,0.334771887,0.981,0.927,2.26E-10
AnG,SPECC1,5.17E-15,0.329536718,1,0.991,2.60E-10
AnG,CA10,5.32E-15,0.412485723,0.942,0.557,2.68E-10
AnG,KLF12,5.73E-15,0.5270337,0.968,0.732,2.88E-10
AnG,LOC102723370,6.04E-15,0.252970584,0.452,0.15,3.04E-10
AnG,CDKN2B-AS1,9.95E-15,0.296605104,0.335,0.093,5.00E-10
AnG,GNG3,1.03E-14,0.423595751,0.865,0.589,5.19E-10
AnG,NAP1L1,1.17E-14,0.322222704,0.987,0.982,5.86E-10
AnG,LOC105374518,1.33E-14,0.367200454,0.897,0.684,6.70E-10
AnG,AP1S2,1.54E-14,0.359763021,0.858,0.622,7.72E-10
AnG,C11orf87,1.91E-14,0.257395828,0.942,0.811,9.62E-10
AnG,LOC105370247,2.11E-14,0.271154922,0.742,0.43,1.06E-09
AnG,PRKAR2B,2.29E-14,0.329237175,0.987,0.915,1.15E-09
AnG,ARL4C,2.84E-14,0.284195922,0.865,0.578,1.43E-09
AnG,SORL1,2.91E-14,0.286013059,0.994,0.992,1.46E-09
AnG,MAMDC2,3.17E-14,0.292628257,0.935,0.627,1.59E-09
AnG,GPM6B,3.20E-14,0.365035861,1,0.993,1.61E-09
AnG,LOC102724058,3.29E-14,0.302948899,0.839,0.559,1.65E-09
AnG,SHC3,3.87E-14,0.342969521,1,0.991,1.95E-09
AnG,TRPM3,3.96E-14,0.604281383,0.923,0.746,1.99E-09
AnG,SNCG,4.64E-14,0.569828995,0.955,0.808,2.33E-09
AnG,CCDC91,4.65E-14,0.340697891,0.994,0.982,2.34E-09
AnG,LOC105375175,5.59E-14,0.26390518,0.471,0.154,2.81E-09
AnG,LOC105377632,5.70E-14,0.265249871,0.6,0.284,2.87E-09
AnG,BICC1,5.77E-14,0.289942428,0.89,0.647,2.90E-09
AnG,TMOD1,5.83E-14,0.373577151,0.819,0.538,2.93E-09
AnG,MBP,6.39E-14,0.347191863,0.948,0.645,3.21E-09
AnG,ADGRL3,7.18E-14,0.358501176,1,0.998,3.61E-09
AnG,PRKD1,9.82E-14,0.475365293,0.994,0.805,4.94E-09
AnG,LOC101929680,1.26E-13,0.504487724,0.961,0.846,6.32E-09
AnG,PIP5K1B,1.46E-13,0.379698405,1,0.829,7.32E-09
AnG,CNTN5,1.90E-13,0.537130943,0.948,0.842,9.57E-09
AnG,SNCB,2.14E-13,0.450875672,0.897,0.663,1.08E-08
AnG,FRAS1,2.26E-13,0.499094964,1,0.981,1.14E-08
AnG,UNC5C,3.16E-13,0.42292839,1,0.969,1.59E-08
AnG,LOC105369862,3.55E-13,0.301197086,0.916,0.728,1.78E-08
AnG,NGRN,4.14E-13,0.401756775,0.89,0.732,2.08E-08
AnG,ELL2,6.56E-13,0.335222499,0.974,0.892,3.30E-08
AnG,NAP1L5,8.92E-13,0.283730975,0.794,0.538,4.48E-08
AnG,LOC105379057,1.24E-12,0.339834812,0.832,0.504,6.24E-08
AnG,LOC105373893,1.53E-12,0.443663223,0.89,0.625,7.69E-08
AnG,EID1,1.98E-12,0.321630295,0.877,0.757,9.97E-08
AnG,RAPGEF5,2.21E-12,0.274171301,1,0.998,1.11E-07
AnG,COL19A1,2.61E-12,0.265573099,0.961,0.76,1.31E-07
AnG,LOC727925,3.77E-12,0.299665554,0.877,0.653,1.90E-07
AnG,C16orf52,4.43E-12,0.338621482,0.987,0.98,2.23E-07
AnG,PCDH9-AS2,5.16E-12,0.424890973,0.871,0.665,2.59E-07
AnG,SCN9A,6.65E-12,0.557304429,0.748,0.515,3.34E-07
AnG,CALM3,9.60E-12,0.564059295,0.981,0.923,4.83E-07
AnG,LOC105373592,1.11E-11,0.521196606,0.774,0.533,5.57E-07
AnG,ESRRG,1.26E-11,0.28296875,1,0.998,6.33E-07
AnG,NRN1,1.33E-11,0.272959825,0.948,0.793,6.70E-07
AnG,GRIA4,1.35E-11,0.320232934,0.916,0.621,6.78E-07
AnG,TSPAN5,1.53E-11,0.29656829,1,0.992,7.72E-07
AnG,NEFL,1.57E-11,0.543018107,0.948,0.866,7.89E-07
AnG,MAP1LC3A,1.67E-11,0.354263967,0.968,0.887,8.38E-07
AnG,CHCHD2,1.90E-11,0.29481992,0.852,0.621,9.56E-07
AnG,LOC102724782,1.96E-11,0.362969647,0.968,0.912,9.87E-07
AnG,CDK14,2.38E-11,0.335581086,1,0.993,1.20E-06
AnG,NGFRAP1,2.40E-11,0.368944608,0.968,0.885,1.20E-06
AnG,GRM1,2.43E-11,0.348552837,1,0.788,1.22E-06
AnG,MAP1A,2.64E-11,0.397631188,0.923,0.787,1.32E-06
AnG,UQCR10,3.16E-11,0.352181814,0.871,0.667,1.59E-06
AnG,ISCU,3.91E-11,0.417870632,0.948,0.845,1.97E-06
AnG,SLC5A4,4.12E-11,0.306093633,0.819,0.601,2.07E-06
AnG,CEND1,4.35E-11,0.448208617,0.961,0.855,2.19E-06
AnG,RNF152,5.46E-11,0.315127087,0.955,0.813,2.74E-06
AnG,UQCRH,6.53E-11,0.309791374,0.961,0.853,3.28E-06
AnG,CYCS,6.54E-11,0.334682825,0.942,0.814,3.29E-06
AnG,LOC105374516,8.00E-11,0.280892003,0.865,0.67,4.02E-06
AnG,HTR2C,8.07E-11,0.514693087,0.516,0.229,4.06E-06
AnG,ATP6V1F,8.14E-11,0.365520259,0.839,0.625,4.09E-06
AnG,NDST3,8.69E-11,0.308878497,1,0.978,4.37E-06
AnG,ADCY8,9.83E-11,0.282307842,0.955,0.757,4.94E-06
AnG,SAP18,1.11E-10,0.255664984,0.826,0.551,5.60E-06
AnG,PAK1,1.22E-10,0.283064618,1,0.984,6.12E-06
AnG,PIN1,2.18E-10,0.295743466,0.961,0.832,1.09E-05
AnG,EIF1B,2.21E-10,0.282756017,0.91,0.709,1.11E-05
AnG,LOC105375724,2.22E-10,0.325550189,0.916,0.8,1.11E-05
AnG,ATP6V0C,2.32E-10,0.374794905,0.961,0.84,1.17E-05
AnG,NEFM,2.33E-10,0.489469692,0.955,0.867,1.17E-05
AnG,NRGN,2.49E-10,0.468838279,0.994,0.991,1.25E-05
AnG,LRTM1,2.72E-10,0.27131496,0.897,0.743,1.37E-05
AnG,USP9Y,2.83E-10,0.307163531,0.987,0.717,1.42E-05
AnG,KTN1,3.32E-10,0.253077691,0.994,0.95,1.67E-05
AnG,GABARAP,6.01E-10,0.261127781,0.897,0.708,3.02E-05
AnG,FAM127A,6.54E-10,0.277583319,0.826,0.594,3.29E-05
AnG,NAPB,7.66E-10,0.278121785,0.948,0.872,3.85E-05
AnG,LHFP,1.06E-09,0.312551887,1,0.972,5.31E-05
AnG,EDIL3,1.09E-09,0.343521195,0.942,0.732,5.49E-05
AnG,HSP90AB1,1.10E-09,0.425525078,0.968,0.897,5.55E-05
AnG,RNF144A,1.39E-09,0.255295426,0.987,0.959,6.98E-05
AnG,LOC101929064,1.42E-09,0.288564936,0.942,0.793,7.16E-05
AnG,TPI1,1.51E-09,0.358691085,0.832,0.664,7.60E-05
AnG,RANBP17,1.55E-09,0.328943137,0.935,0.796,7.78E-05
AnG,PHACTR2,1.74E-09,0.300608993,0.858,0.677,8.73E-05
AnG,PFN2,1.76E-09,0.304453097,0.91,0.792,8.85E-05
AnG,BEX1,1.80E-09,0.365465346,0.916,0.809,9.03E-05
AnG,RGS4,1.90E-09,0.400659355,0.942,0.893,9.58E-05
AnG,CFL1,2.03E-09,0.374508436,0.865,0.651,0.000101959
AnG,ERG,2.21E-09,0.652625235,0.871,0.663,0.000110941
AnG,LOC101927280,2.32E-09,0.252599101,0.626,0.325,0.000116454
AnG,BEX2,2.39E-09,0.28485063,0.955,0.83,0.000120026
AnG,HERC2P2,2.47E-09,0.257955674,0.903,0.814,0.000124189
AnG,LOC105371832,2.49E-09,0.840149893,0.774,0.629,0.000125038
AnG,ALDOA,2.56E-09,0.393300428,0.968,0.796,0.000128872
AnG,ALDOC,2.66E-09,0.291290637,0.748,0.534,0.000133945
AnG,LOC105374529,2.70E-09,0.432826168,0.942,0.875,0.000135903
AnG,SRP14,2.96E-09,0.351805748,0.852,0.678,0.000149081
AnG,GABARAPL2,3.06E-09,0.283818534,0.858,0.646,0.000153675
AnG,EPHA5,3.31E-09,0.425484267,0.987,0.958,0.000166511
AnG,PHYHIPL,3.35E-09,0.263273424,0.974,0.944,0.000168312
AnG,CALM1,3.49E-09,0.545605542,1,0.985,0.000175672
AnG,TOMM20,3.80E-09,0.297838961,0.935,0.833,0.000190928
AnG,SEPW1,3.82E-09,0.402069348,0.961,0.911,0.000191995
AnG,LOC105374524,4.90E-09,0.250222541,0.31,0.116,0.000246221
AnG,YPEL3,5.28E-09,0.31397556,0.923,0.84,0.000265682
AnG,MALAT1,5.36E-09,0.361033036,1,1,0.000269502
AnG,SEC24D,5.43E-09,0.25304444,0.948,0.884,0.000273195
AnG,UTY,5.72E-09,0.292644045,0.974,0.705,0.00028758
AnG,KCNQ3,8.28E-09,0.251605673,1,0.995,0.000416173
AnG,NDRG4,1.07E-08,0.310347474,0.974,0.938,0.000539067
AnG,PTCHD1-AS,1.37E-08,0.26018305,1,0.994,0.000690338
AnG,IL1RAPL1,1.55E-08,0.268283319,1,0.999,0.000779806
AnG,NHP2L1,1.86E-08,0.254483508,0.877,0.681,0.000934805
AnG,NETO1,2.23E-08,0.361812398,0.961,0.804,0.001122728
AnG,ATP5B,2.26E-08,0.277622477,0.929,0.759,0.001135225
AnG,DPP10-AS3,2.35E-08,0.275366175,0.794,0.582,0.001182096
AnG,FTH1,2.42E-08,0.483559089,0.994,0.961,0.001217385
AnG,ITM2B,2.48E-08,0.301289568,0.974,0.927,0.001246313
AnG,DIRAS1,2.51E-08,0.273280557,0.852,0.635,0.001260343
AnG,NME7,2.70E-08,0.271408451,1,0.988,0.001355431
AnG,GPX4,3.18E-08,0.341278802,0.871,0.67,0.001597266
AnG,SOD1,3.66E-08,0.299197814,0.897,0.782,0.001841541
AnG,MDH1,5.60E-08,0.266010919,0.974,0.953,0.002816367
AnG,YWHAG,5.95E-08,0.279358377,0.994,0.934,0.00299151
AnG,EPM2A,6.53E-08,0.306460588,0.961,0.839,0.003282758
AnG,LRRK1,6.83E-08,0.269719312,0.981,0.951,0.003433296
AnG,RMST,7.24E-08,0.322268199,0.316,0.12,0.003641378
AnG,PCP4,8.29E-08,0.276773031,0.91,0.744,0.004167411
AnG,KCNN2,8.81E-08,0.258180249,1,0.996,0.004428279
AnG,FRMD5,9.46E-08,0.298458717,1,0.992,0.004754366
AnG,TRHDE,9.46E-08,0.414559725,0.51,0.257,0.004755169
AnG,GPR137C,1.06E-07,0.256147607,0.981,0.887,0.005333636
AnG,GAPDH,1.49E-07,0.448990659,0.961,0.868,0.007497442
AnG,SCN1B,1.60E-07,0.281660416,0.916,0.755,0.008046236
AnG,WBP2,1.70E-07,0.280769572,0.794,0.613,0.00852464
AnG,VAMP2,1.84E-07,0.368964322,0.968,0.933,0.009236745
AnG,LOC101927756,1.85E-07,0.263644761,0.897,0.758,0.009314597
AnG,SNCA,2.23E-07,0.297550812,0.987,0.932,0.011213679
AnG,RAB3A,2.33E-07,0.287952515,0.852,0.658,0.011693699
AnG,LOC101929278,2.37E-07,0.279863977,0.826,0.589,0.011904886
AnG,ATP6V0E2,3.81E-07,0.279742616,0.916,0.795,0.019156206
AnG,UBC,3.81E-07,0.320412271,0.897,0.744,0.019157355
AnG,GREB1L,4.53E-07,0.271502215,0.761,0.534,0.022772884
AnG,UBB,4.57E-07,0.266282638,0.819,0.644,0.022959503
AnG,EIF1,4.78E-07,0.277321094,0.929,0.816,0.024033869
AnG,CDH20,4.83E-07,0.323826747,1,0.99,0.024279223
AnG,TUBA1B,5.21E-07,0.428158803,0.981,0.941,0.02619987
AnG,LOC101928964,5.66E-07,0.412080272,0.903,0.715,0.028434968
AnG,GMCL1,8.50E-07,0.304186903,0.987,0.935,0.042734578
AnG,YWHAH,1.07E-06,0.29546779,0.968,0.92,0.053877512
AnG,CTNNA3,1.10E-06,0.295884797,0.961,0.899,0.055293433
AnG,EIF4A2,1.11E-06,0.285550567,0.961,0.893,0.05575127
AnG,IPCEF1,1.12E-06,0.35936622,0.89,0.734,0.056277708
AnG,NRG1,1.84E-06,0.266067313,1,1,0.092556833
AnG,CHCHD10,1.84E-06,0.269722884,0.942,0.861,0.092716232
AnG,RIT2,1.86E-06,0.263160048,1,0.986,0.093453468
AnG,HINT1,2.24E-06,0.265924018,0.91,0.837,0.112810166
AnG,OAZ1,2.35E-06,0.375892795,0.942,0.854,0.11802739
AnG,DYNLL1,2.64E-06,0.292600205,0.974,0.918,0.132980485
AnG,RCAN2,2.86E-06,0.271666434,0.994,0.983,0.143704142
AnG,SKP1,3.31E-06,0.263690383,0.903,0.816,0.166199187
AnG,AP2M1,3.38E-06,0.274445476,0.968,0.826,0.169988539
AnG,ATP5G3,4.88E-06,0.291379429,0.897,0.733,0.245604663
AnG,CALCRL,6.63E-06,0.611516565,0.284,0.124,0.333257483
AnG,ACTB,1.08E-05,0.399578031,0.935,0.846,0.545364644
AnG,PCDH9,1.09E-05,0.315341207,1,0.992,0.546849435
AnG,PDZD2,2.38E-05,0.327447813,0.987,0.964,1
AnG,THY1,2.41E-05,0.331523137,0.955,0.927,1
AnG,YWHAB,2.71E-05,0.336734121,0.948,0.903,1
AnG,GNA14,2.73E-05,0.373446835,0.716,0.48,1
AnG,CDH18,4.88E-05,0.536628762,1,0.993,1
AnG,ATP1B1,6.86E-05,0.251873818,0.987,0.984,1
AnG,POU6F2,7.30E-05,0.414934647,0.594,0.39,1
AnG,CKB,8.15E-05,0.409417431,0.994,0.955,1
AnG,LOC441242,0.000241227,0.251495099,0.981,0.938,1
AnG,GABRG3,0.000416938,0.255575388,1,0.924,1
AnG,UCHL1,0.00043725,0.299473145,0.981,0.955,1
AnG,STMN2,0.001039455,0.284829456,0.994,0.982,1
AnG,INPP4B,0.001468174,0.369067221,0.961,0.926,1
AnG,PDE4B,0.001965173,0.335413129,0.987,0.939,1
AnG,COX2,0.003552642,0.551329602,0.903,0.814,1
AnG,ND3,0.004219598,0.263215099,0.677,0.539,1
AnG,COX1,0.00795379,0.290777212,0.923,0.832,1
V1,TRHDE,5.72E-122,2.042695296,0.98,0.237,2.87E-117
V1,SLC44A5,1.39E-121,2.746731461,1,0.601,6.97E-117
V1,KCTD8,1.68E-121,2.339917951,0.997,0.447,8.47E-117
V1,LOC101929095,2.77E-114,3.549504311,0.986,0.587,1.39E-109
V1,NELL1,3.03E-107,1.788680205,0.997,0.919,1.52E-102
V1,HTR1F,1.06E-106,1.66295251,0.986,0.367,5.33E-102
V1,NTNG1,9.17E-105,1.322032323,1,0.987,4.61E-100
V1,RGS6,1.23E-104,2.167485552,0.99,0.804,6.18E-100
V1,PPAPDC1A,2.38E-101,0.90897626,0.82,0.127,1.20E-96
V1,PCDH11X,1.14E-99,1.963529276,0.983,0.502,5.73E-95
V1,PLXDC2,2.26E-99,1.6410447,0.997,0.79,1.14E-94
V1,ANK1,2.37E-99,1.029331078,0.908,0.214,1.19E-94
V1,CALCRL,1.36E-98,1.01308377,0.844,0.101,6.85E-94
V1,VAV3,1.86E-98,1.336491885,0.946,0.298,9.38E-94
V1,BICD1,4.51E-97,1.043400178,0.997,0.996,2.27E-92
V1,ERG,3.15E-96,1.652634782,0.993,0.656,1.58E-91
V1,CLSTN2,5.62E-96,1.35813902,1,0.992,2.83E-91
V1,DOK5,5.39E-94,0.928358117,0.875,0.222,2.71E-89
V1,EYA4,1.16E-93,1.234412531,0.98,0.37,5.81E-89
V1,CA10,1.20E-93,1.475596296,0.986,0.55,6.03E-89
V1,BMPR1B,5.71E-93,1.127527519,0.854,0.161,2.87E-88
V1,TENM4,2.29E-92,1.267644305,0.997,0.971,1.15E-87
V1,LOC105377699,4.38E-90,1.451150325,0.854,0.227,2.20E-85
V1,TRHDE-AS1,9.30E-90,0.540904696,0.783,0.098,4.67E-85
V1,LINC00504,8.01E-89,1.268372441,0.871,0.305,4.03E-84
V1,KCNQ3,3.92E-88,1.245653143,1,0.995,1.97E-83
V1,SYT10,1.16E-87,0.887366668,0.786,0.097,5.85E-83
V1,FGF11,1.17E-86,0.361831767,0.624,0.007,5.91E-82
V1,KLF12,4.49E-86,1.304834081,0.993,0.727,2.26E-81
V1,CDH7,1.22E-85,1.2586086,0.966,0.429,6.11E-81
V1,HS3ST5,4.03E-85,1.415979536,0.986,0.852,2.03E-80
V1,C1QTNF7,1.04E-84,1.020915809,0.8,0.167,5.25E-80
V1,PTCHD4,1.95E-83,1.425581432,0.986,0.918,9.78E-79
V1,FHOD3,2.15E-79,1.028616284,1,0.982,1.08E-74
V1,SPARCL1,5.11E-79,1.132785333,1,0.971,2.57E-74
V1,NEAT1,3.81E-77,1.51637174,0.78,0.188,1.91E-72
V1,UTRN,8.20E-77,1.304358891,0.98,0.77,4.12E-72
V1,SLC24A2,1.12E-76,1.197643526,0.997,0.861,5.64E-72
V1,LOC105373497,1.46E-76,0.571780363,0.725,0.114,7.33E-72
V1,MGAT5,1.52E-76,1.20915156,0.997,0.96,7.67E-72
V1,FAM189A2,5.87E-76,0.812795241,0.695,0.079,2.95E-71
V1,SYN3,1.87E-75,1.391291569,0.99,0.715,9.42E-71
V1,GRAMD3,3.14E-75,0.635386072,0.79,0.223,1.58E-70
V1,LOC101929680,6.93E-75,1.028028053,0.986,0.843,3.48E-70
V1,C16orf52,1.54E-74,0.811966181,0.997,0.979,7.76E-70
V1,RELN,1.20E-73,1.045969962,0.763,0.219,6.05E-69
V1,GRIN2D,6.76E-73,0.634441276,0.753,0.172,3.40E-68
V1,HTR2C,5.05E-72,1.484543489,0.797,0.215,2.54E-67
V1,RYR2,8.85E-72,0.624129746,1,1,4.45E-67
V1,FRAS1,1.63E-71,1.009289467,0.997,0.981,8.18E-67
V1,TMTC4,1.63E-71,0.909358458,0.949,0.571,8.19E-67
V1,SYT2,2.10E-70,0.959302961,0.98,0.665,1.06E-65
V1,ABHD3,3.38E-70,0.871587809,0.936,0.622,1.70E-65
V1,TENM2,3.85E-70,0.954831903,0.997,0.997,1.94E-65
V1,CDH20,5.57E-69,0.94305643,1,0.99,2.80E-64
V1,RNF152,6.11E-69,1.060452752,0.98,0.81,3.07E-64
V1,GALNT14,6.88E-69,1.115219506,0.953,0.699,3.46E-64
V1,ELAVL2,2.19E-68,0.743401694,0.976,0.911,1.10E-63
V1,GNA14,3.11E-68,1.703393874,0.871,0.47,1.56E-63
V1,RMST,7.40E-67,1.363730958,0.631,0.106,3.72E-62
V1,LINC01105,1.01E-66,0.601213464,0.831,0.28,5.08E-62
V1,USP24,3.41E-66,0.840239836,0.986,0.939,1.71E-61
V1,MSI2,3.81E-66,0.846080138,0.986,0.959,1.92E-61
V1,SLC35F1,6.72E-66,0.94775552,1,0.995,3.38E-61
V1,EPHB1,2.14E-65,0.977139782,0.946,0.777,1.08E-60
V1,ASTN2,1.13E-64,1.012214924,1,0.988,5.69E-60
V1,LOC105377697,2.94E-64,0.448026828,0.614,0.056,1.48E-59
V1,LOC105378517,1.16E-63,0.628697817,0.793,0.277,5.85E-59
V1,BEAN1,4.79E-63,0.727402621,0.875,0.472,2.41E-58
V1,GULP1,6.52E-63,1.135897613,0.99,0.951,3.28E-58
V1,SH3PXD2A,1.57E-62,0.812165872,0.993,0.96,7.92E-58
V1,MIR31HG,4.66E-62,0.532654501,0.651,0.124,2.34E-57
V1,ENPEP,6.07E-62,0.515927304,0.698,0.176,3.05E-57
V1,EHF,7.74E-62,0.422176534,0.583,0.078,3.89E-57
V1,BRINP1,7.85E-62,0.875155566,0.983,0.956,3.95E-57
V1,TNS1,2.50E-61,0.474676293,0.698,0.17,1.26E-56
V1,ASPH,5.28E-61,0.738126587,0.969,0.924,2.65E-56
V1,RORA,8.08E-61,1.099923422,0.99,0.976,4.06E-56
V1,ESRRG,1.08E-60,0.684173854,0.997,0.998,5.42E-56
V1,STARD13,1.53E-60,0.93787096,0.919,0.631,7.71E-56
V1,DLG5,4.20E-60,0.92281277,0.912,0.621,2.11E-55
V1,CNTNAP5,4.70E-59,0.676469757,1,1,2.36E-54
V1,BDKRB2,1.21E-58,0.455952496,0.654,0.132,6.09E-54
V1,CDH18,1.38E-58,1.134791562,1,0.992,6.92E-54
V1,LPP,1.39E-58,0.660600607,0.997,0.991,6.99E-54
V1,EPHA4,2.14E-58,0.792406561,0.983,0.949,1.08E-53
V1,GNA14-AS1,5.81E-58,0.998982163,0.732,0.223,2.92E-53
V1,CDK14,7.82E-58,0.63816408,0.997,0.993,3.93E-53
V1,RBFOX1,9.34E-58,0.436871503,1,1,4.69E-53
V1,SCN9A,9.57E-58,0.843613625,0.881,0.506,4.81E-53
V1,SHISA6,2.46E-57,1.284145376,0.888,0.624,1.23E-52
V1,LOC105369345,5.76E-57,0.733569548,0.563,0.076,2.90E-52
V1,EPB41L4A,1.29E-56,0.798602321,0.647,0.148,6.49E-52
V1,C9orf3,5.47E-56,0.613031942,1,0.988,2.75E-51
V1,SGCZ,1.41E-55,1.3594923,0.997,0.88,7.07E-51
V1,HCLS1,1.86E-55,0.256348072,0.525,0.049,9.35E-51
V1,ELL2,3.17E-55,0.730209676,0.986,0.891,1.59E-50
V1,RALGAPA2,6.94E-55,0.678287384,0.993,0.932,3.49E-50
V1,PCNXL2,4.58E-54,0.534439095,0.997,0.995,2.30E-49
V1,MT1F,8.83E-54,0.252210124,0.444,0.016,4.44E-49
V1,WLS,1.69E-53,0.58207674,0.664,0.167,8.52E-49
V1,LOC105371331,1.99E-53,0.350675507,0.481,0.027,1.00E-48
V1,OLFM2,4.74E-53,0.47168163,0.773,0.303,2.38E-48
V1,LINC01435,5.64E-53,0.617329016,0.817,0.432,2.84E-48
V1,CDKN2B-AS1,5.78E-53,0.44946932,0.553,0.081,2.91E-48
V1,ABTB2,6.58E-53,0.540082632,0.732,0.24,3.31E-48
V1,LHFP,1.05E-52,0.838253314,0.986,0.972,5.29E-48
V1,ITPR2,2.36E-52,0.991273176,0.973,0.844,1.19E-47
V1,NAALAD2,3.56E-52,0.775162986,0.976,0.913,1.79E-47
V1,ADCY8,1.04E-51,0.764258062,0.956,0.754,5.24E-47
V1,CDH12,2.84E-51,1.362020402,0.959,0.804,1.43E-46
V1,ITGAV,5.08E-51,0.664730389,0.922,0.61,2.55E-46
V1,AGPAT9,7.41E-51,0.526217081,0.81,0.353,3.72E-46
V1,AP1S2,1.17E-50,0.651773419,0.898,0.617,5.89E-46
V1,SPTB,1.51E-50,0.703282097,0.925,0.69,7.58E-46
V1,SRRM4,1.57E-50,0.879963046,0.997,0.977,7.88E-46
V1,STK24,1.82E-50,0.596142765,0.946,0.82,9.16E-46
V1,DNAI1,2.44E-50,0.626133966,0.946,0.749,1.23E-45
V1,SYNDIG1,2.46E-50,0.701716582,1,0.975,1.24E-45
V1,LOC105377484,4.96E-50,0.626670535,0.946,0.811,2.50E-45
V1,SLC25A13,5.82E-49,0.568557452,0.885,0.61,2.93E-44
V1,SORBS1,6.17E-49,0.621144797,0.997,0.999,3.10E-44
V1,TMEM132C,6.29E-49,0.967900643,0.939,0.688,3.16E-44
V1,FOXO1,9.18E-49,0.485582249,0.607,0.148,4.62E-44
V1,SLC24A4,2.04E-48,0.581754866,0.556,0.114,1.02E-43
V1,STXBP6,3.09E-48,1.120478605,0.746,0.333,1.56E-43
V1,ST3GAL1,3.80E-48,0.75637118,0.99,0.941,1.91E-43
V1,CAMK2N2,5.41E-48,0.292679857,0.536,0.081,2.72E-43
V1,PDE7B,1.69E-47,1.023149707,0.847,0.435,8.51E-43
V1,PHACTR2,2.69E-47,0.730157446,0.912,0.673,1.35E-42
V1,UBE2QL1,3.40E-47,0.623207377,0.915,0.785,1.71E-42
V1,ERC2,3.83E-47,0.61010652,1,0.996,1.93E-42
V1,ETV4,4.86E-47,0.304381612,0.576,0.129,2.44E-42
V1,ITGBL1,1.33E-46,1.021907196,0.668,0.235,6.68E-42
V1,RNF144A,1.36E-46,0.558299929,0.976,0.959,6.82E-42
V1,SRPK1,4.26E-46,0.645448821,0.98,0.966,2.14E-41
V1,DIRC3,4.94E-46,0.773800962,0.963,0.788,2.49E-41
V1,NEK1,5.77E-46,0.5616934,0.993,0.961,2.90E-41
V1,BMP2K,6.17E-46,0.557890259,0.973,0.882,3.10E-41
